Id,carat,price,x,y,z
3682,0.42,552,4.78,4.84,2.96
3683,0.42,552,4.78,4.84,2.96
3684,0.42,552,4.78,4.84,2.96
3685,0.42,552,4.78,4.84,2.96
3686,0.42,552,4.78,4.84,2.96
3687,0.42,552,4.78,4.84,2.96
3688,0.42,552,4.78,4.84,2.96
3689,0.42,552,4.78,4.84,2.96
3690,0.894011,4541.4395,5.901761,5.9821353,3.665699
3691,0.28,553,4.19,4.22,2.58
3692,0.28,553,4.19,4.22,2.58
3693,0.28,553,4.19,4.22,2.58
3694,0.28,553,4.19,4.22,2.58
3695,0.28,553,4.19,4.22,2.58
3696,0.28,553,4.19,4.22,2.58
3697,0.28,553,4.19,4.22,2.58
3698,0.28,553,4.19,4.22,2.58
3699,0.28,553,4.19,4.22,2.58
3700,0.75401103,4542.4395,5.311761,5.362135,3.285699
3701,0.32,553,4.39,4.42,2.73
3702,0.32,553,4.39,4.42,2.73
3703,0.32,553,4.39,4.42,2.73
3704,0.32,553,4.39,4.42,2.73
3705,0.32,553,4.39,4.42,2.73
3706,0.32,553,4.39,4.42,2.73
3707,0.32,553,4.39,4.42,2.73
3708,0.32,553,4.39,4.42,2.73
3709,0.32,553,4.39,4.42,2.73
3710,0.794011,4542.4395,5.5117607,5.562135,3.435699
3711,0.31,553,4.33,4.3,2.73
3712,0.31,553,4.33,4.3,2.73
3713,0.31,553,4.33,4.3,2.73
3714,0.31,553,4.33,4.3,2.73
3715,0.31,553,4.33,4.3,2.73
3716,0.31,553,4.33,4.3,2.73
3717,0.31,553,4.33,4.3,2.73
3718,0.31,553,4.33,4.3,2.73
3719,0.31,553,4.33,4.3,2.73
3720,0.784011,4542.4395,5.451761,5.4421353,3.435699
3721,0.31,553,4.35,4.32,2.68
3722,0.31,553,4.35,4.32,2.68
3723,0.31,553,4.35,4.32,2.68
3724,0.31,553,4.35,4.32,2.68
3725,0.31,553,4.35,4.32,2.68
3726,0.31,553,4.35,4.32,2.68
3727,0.31,553,4.35,4.32,2.68
3728,0.31,553,4.35,4.32,2.68
3729,0.31,553,4.35,4.32,2.68
3730,0.784011,4542.4395,5.4717607,5.4621353,3.385699
3731,0.24,553,4.01,4.03,2.44
3732,0.24,553,4.01,4.03,2.44
3733,0.24,553,4.01,4.03,2.44
3734,0.24,553,4.01,4.03,2.44
3735,0.24,553,4.01,4.03,2.44
3736,0.24,553,4.01,4.03,2.44
3737,0.24,553,4.01,4.03,2.44
3738,0.24,553,4.01,4.03,2.44
3739,0.24,553,4.01,4.03,2.44
3740,0.714011,4542.4395,5.131761,5.1721354,3.145699
3741,0.24,553,3.97,4,2.45
3742,0.24,553,3.97,4,2.45
3743,0.24,553,3.97,4,2.45
3744,0.24,553,3.97,4,2.45
3745,0.24,553,3.97,4,2.45
3746,0.24,553,3.97,4,2.45
3747,0.24,553,3.97,4,2.45
3748,0.24,553,3.97,4,2.45
3749,0.24,553,3.97,4,2.45
3750,0.714011,4542.4395,5.091761,5.142135,3.155699
3751,0.3,554,4.29,4.27,2.7
3752,0.3,554,4.29,4.27,2.7
3753,0.3,554,4.29,4.27,2.7
3754,0.3,554,4.29,4.27,2.7
3755,0.3,554,4.29,4.27,2.7
3756,0.3,554,4.29,4.27,2.7
3757,0.3,554,4.29,4.27,2.7
3758,0.3,554,4.29,4.27,2.7
3759,0.3,554,4.29,4.27,2.7
3760,0.774011,4543.4395,5.411761,5.412135,3.405699
3761,0.3,554,4.28,4.24,2.68
3762,0.3,554,4.28,4.24,2.68
3763,0.3,554,4.28,4.24,2.68
3764,0.3,554,4.28,4.24,2.68
3765,0.3,554,4.28,4.24,2.68
3766,0.3,554,4.28,4.24,2.68
3767,0.3,554,4.28,4.24,2.68
3768,0.3,554,4.28,4.24,2.68
3769,0.3,554,4.28,4.24,2.68
3770,0.774011,4543.4395,5.401761,5.382135,3.385699
3771,0.3,554,4.29,4.25,2.67
3772,0.3,554,4.29,4.25,2.67
3773,0.3,554,4.29,4.25,2.67
3774,0.3,554,4.29,4.25,2.67
3775,0.3,554,4.29,4.25,2.67
3776,0.3,554,4.29,4.25,2.67
3777,0.3,554,4.29,4.25,2.67
3778,0.3,554,4.29,4.25,2.67
3779,0.3,554,4.29,4.25,2.67
3780,0.774011,4543.4395,5.411761,5.392135,3.375699
3781,0.3,554,4.28,4.26,2.72
3782,0.3,554,4.28,4.26,2.72
3783,0.3,554,4.28,4.26,2.72
3784,0.3,554,4.28,4.26,2.72
3785,0.3,554,4.28,4.26,2.72
3786,0.3,554,4.28,4.26,2.72
3787,0.3,554,4.28,4.26,2.72
3788,0.3,554,4.28,4.26,2.72
3789,0.3,554,4.28,4.26,2.72
3790,0.774011,4543.4395,5.401761,5.4021354,3.425699
3791,0.26,554,4.19,4.22,2.49
3792,0.26,554,4.19,4.22,2.49
3793,0.26,554,4.19,4.22,2.49
3794,0.26,554,4.19,4.22,2.49
3795,0.26,554,4.19,4.22,2.49
3796,0.26,554,4.19,4.22,2.49
3797,0.26,554,4.19,4.22,2.49
3798,0.26,554,4.19,4.22,2.49
3799,0.26,554,4.19,4.22,2.49
3800,0.734011,4543.4395,5.311761,5.362135,3.195699
3801,0.26,554,4.15,4.23,2.51
3802,0.26,554,4.15,4.23,2.51
3803,0.26,554,4.15,4.23,2.51
3804,0.26,554,4.15,4.23,2.51
3805,0.26,554,4.15,4.23,2.51
3806,0.26,554,4.15,4.23,2.51
3807,0.26,554,4.15,4.23,2.51
3808,0.26,554,4.15,4.23,2.51
3809,0.26,554,4.15,4.23,2.51
3810,0.734011,4543.4395,5.271761,5.372135,3.215699
3811,0.26,554,4.08,4.13,2.56
3812,0.26,554,4.08,4.13,2.56
3813,0.26,554,4.08,4.13,2.56
3814,0.26,554,4.08,4.13,2.56
3815,0.26,554,4.08,4.13,2.56
3816,0.26,554,4.08,4.13,2.56
3817,0.26,554,4.08,4.13,2.56
3818,0.26,554,4.08,4.13,2.56
3819,0.26,554,4.08,4.13,2.56
3820,0.734011,4543.4395,5.201761,5.2721353,3.265699
3821,0.26,554,4.01,4.05,2.53
3822,0.26,554,4.01,4.05,2.53
3823,0.26,554,4.01,4.05,2.53
3824,0.26,554,4.01,4.05,2.53
3825,0.26,554,4.01,4.05,2.53
3826,0.26,554,4.01,4.05,2.53
3827,0.26,554,4.01,4.05,2.53
3828,0.26,554,4.01,4.05,2.53
3829,0.26,554,4.01,4.05,2.53
3830,0.734011,4543.4395,5.131761,5.1921353,3.235699
3831,0.26,554,4.06,4.09,2.55
3832,0.26,554,4.06,4.09,2.55
3833,0.26,554,4.06,4.09,2.55
3834,0.26,554,4.06,4.09,2.55
3835,0.26,554,4.06,4.09,2.55
3836,0.26,554,4.06,4.09,2.55
3837,0.26,554,4.06,4.09,2.55
3838,0.26,554,4.06,4.09,2.55
3839,0.26,554,4.06,4.09,2.55
3840,0.734011,4543.4395,5.181761,5.2321353,3.255699
3841,0.26,554,4,4.04,2.55
3842,0.26,554,4,4.04,2.55
3843,0.26,554,4,4.04,2.55
3844,0.26,554,4,4.04,2.55
3845,0.26,554,4,4.04,2.55
3846,0.26,554,4,4.04,2.55
3847,0.26,554,4,4.04,2.55
3848,0.26,554,4,4.04,2.55
3849,0.26,554,4,4.04,2.55
3850,0.734011,4543.4395,5.121761,5.182135,3.255699
3851,0.26,554,4.03,4.12,2.53
3852,0.26,554,4.03,4.12,2.53
3853,0.26,554,4.03,4.12,2.53
3854,0.26,554,4.03,4.12,2.53
3855,0.26,554,4.03,4.12,2.53
3856,0.26,554,4.03,4.12,2.53
3857,0.26,554,4.03,4.12,2.53
3858,0.26,554,4.03,4.12,2.53
3859,0.26,554,4.03,4.12,2.53
3860,0.734011,4543.4395,5.151761,5.262135,3.235699
3861,0.26,554,4.02,4.06,2.54
3862,0.26,554,4.02,4.06,2.54
3863,0.26,554,4.02,4.06,2.54
3864,0.26,554,4.02,4.06,2.54
3865,0.26,554,4.02,4.06,2.54
3866,0.26,554,4.02,4.06,2.54
3867,0.26,554,4.02,4.06,2.54
3868,0.26,554,4.02,4.06,2.54
3869,0.26,554,4.02,4.06,2.54
3870,0.734011,4543.4395,5.141761,5.202135,3.245699
3871,0.38,554,4.65,4.67,2.87
3872,0.38,554,4.65,4.67,2.87
3873,0.38,554,4.65,4.67,2.87
3874,0.38,554,4.65,4.67,2.87
3875,0.38,554,4.65,4.67,2.87
3876,0.38,554,4.65,4.67,2.87
3877,0.38,554,4.65,4.67,2.87
3878,0.38,554,4.65,4.67,2.87
3879,0.38,554,4.65,4.67,2.87
3880,0.854011,4543.4395,5.771761,5.812135,3.5756989
3881,0.26,554,4.22,4.25,2.45
3882,0.26,554,4.22,4.25,2.45
3883,0.26,554,4.22,4.25,2.45
3884,0.26,554,4.22,4.25,2.45
3885,0.26,554,4.22,4.25,2.45
3886,0.26,554,4.22,4.25,2.45
3887,0.26,554,4.22,4.25,2.45
3888,0.26,554,4.22,4.25,2.45
3889,0.26,554,4.22,4.25,2.45
3890,0.734011,4543.4395,5.3417606,5.392135,3.155699
3891,0.24,554,3.95,3.92,2.45
3892,0.24,554,3.95,3.92,2.45
3893,0.24,554,3.95,3.92,2.45
3894,0.24,554,3.95,3.92,2.45
3895,0.24,554,3.95,3.92,2.45
3896,0.24,554,3.95,3.92,2.45
3897,0.24,554,3.95,3.92,2.45
3898,0.24,554,3.95,3.92,2.45
3899,0.24,554,3.95,3.92,2.45
3900,0.714011,4543.4395,5.071761,5.062135,3.155699
3901,0.24,554,4.01,3.96,2.44
3902,0.24,554,4.01,3.96,2.44
3903,0.24,554,4.01,3.96,2.44
3904,0.24,554,4.01,3.96,2.44
3905,0.24,554,4.01,3.96,2.44
3906,0.24,554,4.01,3.96,2.44
3907,0.24,554,4.01,3.96,2.44
3908,0.24,554,4.01,3.96,2.44
3909,0.24,554,4.01,3.96,2.44
3910,0.714011,4543.4395,5.131761,5.102135,3.145699
3911,0.24,554,4.02,4,2.44
3912,0.24,554,4.02,4,2.44
3913,0.24,554,4.02,4,2.44
3914,0.24,554,4.02,4,2.44
3915,0.24,554,4.02,4,2.44
3916,0.24,554,4.02,4,2.44
3917,0.24,554,4.02,4,2.44
3918,0.24,554,4.02,4,2.44
3919,0.24,554,4.02,4,2.44
3920,0.714011,4543.4395,5.141761,5.142135,3.145699
3921,0.24,554,4.07,4.04,2.46
3922,0.24,554,4.07,4.04,2.46
3923,0.24,554,4.07,4.04,2.46
3924,0.24,554,4.07,4.04,2.46
3925,0.24,554,4.07,4.04,2.46
3926,0.24,554,4.07,4.04,2.46
3927,0.24,554,4.07,4.04,2.46
3928,0.24,554,4.07,4.04,2.46
3929,0.24,554,4.07,4.04,2.46
3930,0.714011,4543.4395,5.191761,5.182135,3.165699
3931,0.32,554,4.35,4.33,2.73
3932,0.32,554,4.35,4.33,2.73
3933,0.32,554,4.35,4.33,2.73
3934,0.32,554,4.35,4.33,2.73
3935,0.32,554,4.35,4.33,2.73
3936,0.32,554,4.35,4.33,2.73
3937,0.32,554,4.35,4.33,2.73
3938,0.32,554,4.35,4.33,2.73
3939,0.32,554,4.35,4.33,2.73
3940,0.794011,4543.4395,5.4717607,5.472135,3.435699
3941,0.7,2757,5.7,5.72,3.57
3942,0.7,2757,5.7,5.72,3.57
3943,0.7,2757,5.7,5.72,3.57
3944,0.7,2757,5.7,5.72,3.57
3945,0.7,2757,5.7,5.72,3.57
3946,0.7,2757,5.7,5.72,3.57
3947,0.7,2757,5.7,5.72,3.57
3948,0.7,2757,5.7,5.72,3.57
3949,0.7,2757,5.7,5.72,3.57
3950,1.174011,6746.4395,6.8217607,6.862135,4.275699
3951,0.86,2757,6.45,6.33,3.52
3952,0.86,2757,6.45,6.33,3.52
3953,0.86,2757,6.45,6.33,3.52
3954,0.86,2757,6.45,6.33,3.52
3955,0.86,2757,6.45,6.33,3.52
3956,0.86,2757,6.45,6.33,3.52
3957,0.86,2757,6.45,6.33,3.52
3958,0.86,2757,6.45,6.33,3.52
3959,0.86,2757,6.45,6.33,3.52
3960,1.3340111,6746.4395,7.5717607,7.472135,4.225699
3961,0.7,2757,5.7,5.67,3.5
3962,0.7,2757,5.7,5.67,3.5
3963,0.7,2757,5.7,5.67,3.5
3964,0.7,2757,5.7,5.67,3.5
3965,0.7,2757,5.7,5.67,3.5
3966,0.7,2757,5.7,5.67,3.5
3967,0.7,2757,5.7,5.67,3.5
3968,0.7,2757,5.7,5.67,3.5
3969,0.7,2757,5.7,5.67,3.5
3970,1.174011,6746.4395,6.8217607,6.812135,4.205699
3971,0.71,2759,5.68,5.73,3.56
3972,0.71,2759,5.68,5.73,3.56
3973,0.71,2759,5.68,5.73,3.56
3974,0.71,2759,5.68,5.73,3.56
3975,0.71,2759,5.68,5.73,3.56
3976,0.71,2759,5.68,5.73,3.56
3977,0.71,2759,5.68,5.73,3.56
3978,0.71,2759,5.68,5.73,3.56
3979,0.71,2759,5.68,5.73,3.56
3980,1.184011,6748.4395,6.8017607,6.872135,4.265699
3981,0.78,2759,5.81,5.85,3.72
3982,0.78,2759,5.81,5.85,3.72
3983,0.78,2759,5.81,5.85,3.72
3984,0.78,2759,5.81,5.85,3.72
3985,0.78,2759,5.81,5.85,3.72
3986,0.78,2759,5.81,5.85,3.72
3987,0.78,2759,5.81,5.85,3.72
3988,0.78,2759,5.81,5.85,3.72
3989,0.78,2759,5.81,5.85,3.72
3990,1.2540109,6748.4395,6.931761,6.992135,4.425699
3991,0.7,2759,5.85,5.9,3.38
3992,0.7,2759,5.85,5.9,3.38
3993,0.7,2759,5.85,5.9,3.38
3994,0.7,2759,5.85,5.9,3.38
3995,0.7,2759,5.85,5.9,3.38
3996,0.7,2759,5.85,5.9,3.38
3997,0.7,2759,5.85,5.9,3.38
3998,0.7,2759,5.85,5.9,3.38
3999,0.7,2759,5.85,5.9,3.38
4000,1.174011,6748.4395,6.9717607,7.0421352,4.085699
4001,0.7,2759,5.71,5.76,3.4
4002,0.7,2759,5.71,5.76,3.4
4003,0.7,2759,5.71,5.76,3.4
4004,0.7,2759,5.71,5.76,3.4
4005,0.7,2759,5.71,5.76,3.4
4006,0.7,2759,5.71,5.76,3.4
4007,0.7,2759,5.71,5.76,3.4
4008,0.7,2759,5.71,5.76,3.4
4009,0.7,2759,5.71,5.76,3.4
4010,1.174011,6748.4395,6.831761,6.9021354,4.105699
4011,0.96,2759,6.27,5.95,4.07
4012,0.96,2759,6.27,5.95,4.07
4013,0.96,2759,6.27,5.95,4.07
4014,0.96,2759,6.27,5.95,4.07
4015,0.96,2759,6.27,5.95,4.07
4016,0.96,2759,6.27,5.95,4.07
4017,0.96,2759,6.27,5.95,4.07
4018,0.96,2759,6.27,5.95,4.07
4019,0.96,2759,6.27,5.95,4.07
4020,1.434011,6748.4395,7.391761,7.092135,4.775699
4021,0.73,2760,5.77,5.78,3.56
4022,0.73,2760,5.77,5.78,3.56
4023,0.73,2760,5.77,5.78,3.56
4024,0.73,2760,5.77,5.78,3.56
4025,0.73,2760,5.77,5.78,3.56
4026,0.73,2760,5.77,5.78,3.56
4027,0.73,2760,5.77,5.78,3.56
4028,0.73,2760,5.77,5.78,3.56
4029,0.73,2760,5.77,5.78,3.56
4030,1.204011,6749.4395,6.891761,6.9221354,4.265699
4031,0.8,2760,5.97,5.93,3.66
4032,0.8,2760,5.97,5.93,3.66
4033,0.8,2760,5.97,5.93,3.66
4034,0.8,2760,5.97,5.93,3.66
4035,0.8,2760,5.97,5.93,3.66
4036,0.8,2760,5.97,5.93,3.66
4037,0.8,2760,5.97,5.93,3.66
4038,0.8,2760,5.97,5.93,3.66
4039,0.8,2760,5.97,5.93,3.66
4040,1.274011,6749.4395,7.0917606,7.072135,4.3656993
4041,0.75,2760,5.8,5.75,3.65
4042,0.75,2760,5.8,5.75,3.65
4043,0.75,2760,5.8,5.75,3.65
4044,0.75,2760,5.8,5.75,3.65
4045,0.75,2760,5.8,5.75,3.65
4046,0.75,2760,5.8,5.75,3.65
4047,0.75,2760,5.8,5.75,3.65
4048,0.75,2760,5.8,5.75,3.65
4049,0.75,2760,5.8,5.75,3.65
4050,1.224011,6749.4395,6.921761,6.892135,4.355699
4051,0.75,2760,6,5.96,3.58
4052,0.75,2760,6,5.96,3.58
4053,0.75,2760,6,5.96,3.58
4054,0.75,2760,6,5.96,3.58
4055,0.75,2760,6,5.96,3.58
4056,0.75,2760,6,5.96,3.58
4057,0.75,2760,6,5.96,3.58
4058,0.75,2760,6,5.96,3.58
4059,0.75,2760,6,5.96,3.58
4060,1.224011,6749.4395,7.121761,7.102135,4.285699
4061,0.74,2760,5.8,5.85,3.59
4062,0.74,2760,5.8,5.85,3.59
4063,0.74,2760,5.8,5.85,3.59
4064,0.74,2760,5.8,5.85,3.59
4065,0.74,2760,5.8,5.85,3.59
4066,0.74,2760,5.8,5.85,3.59
4067,0.74,2760,5.8,5.85,3.59
4068,0.74,2760,5.8,5.85,3.59
4069,0.74,2760,5.8,5.85,3.59
4070,1.214011,6749.4395,6.921761,6.992135,4.295699
4071,0.75,2760,5.85,5.79,3.59
4072,0.75,2760,5.85,5.79,3.59
4073,0.75,2760,5.85,5.79,3.59
4074,0.75,2760,5.85,5.79,3.59
4075,0.75,2760,5.85,5.79,3.59
4076,0.75,2760,5.85,5.79,3.59
4077,0.75,2760,5.85,5.79,3.59
4078,0.75,2760,5.85,5.79,3.59
4079,0.75,2760,5.85,5.79,3.59
4080,1.224011,6749.4395,6.9717607,6.932135,4.295699
4081,0.8,2760,5.94,5.87,3.72
4082,0.8,2760,5.94,5.87,3.72
4083,0.8,2760,5.94,5.87,3.72
4084,0.8,2760,5.94,5.87,3.72
4085,0.8,2760,5.94,5.87,3.72
4086,0.8,2760,5.94,5.87,3.72
4087,0.8,2760,5.94,5.87,3.72
4088,0.8,2760,5.94,5.87,3.72
4089,0.8,2760,5.94,5.87,3.72
4090,1.274011,6749.4395,7.061761,7.012135,4.425699
4091,0.75,2760,5.87,5.8,3.63
4092,0.75,2760,5.87,5.8,3.63
4093,0.75,2760,5.87,5.8,3.63
4094,0.75,2760,5.87,5.8,3.63
4095,0.75,2760,5.87,5.8,3.63
4096,0.75,2760,5.87,5.8,3.63
4097,0.75,2760,5.87,5.8,3.63
4098,0.75,2760,5.87,5.8,3.63
4099,0.75,2760,5.87,5.8,3.63
4100,1.224011,6749.4395,6.9917607,6.9421353,4.335699
4101,0.8,2760,5.9,5.81,3.69
4102,0.8,2760,5.9,5.81,3.69
4103,0.8,2760,5.9,5.81,3.69
4104,0.8,2760,5.9,5.81,3.69
4105,0.8,2760,5.9,5.81,3.69
4106,0.8,2760,5.9,5.81,3.69
4107,0.8,2760,5.9,5.81,3.69
4108,0.8,2760,5.9,5.81,3.69
4109,0.8,2760,5.9,5.81,3.69
4110,1.274011,6749.4395,7.021761,6.952135,4.395699
4111,0.74,2761,5.77,5.81,3.61
4112,0.74,2761,5.77,5.81,3.61
4113,0.74,2761,5.77,5.81,3.61
4114,0.74,2761,5.77,5.81,3.61
4115,0.74,2761,5.77,5.81,3.61
4116,0.74,2761,5.77,5.81,3.61
4117,0.74,2761,5.77,5.81,3.61
4118,0.74,2761,5.77,5.81,3.61
4119,0.74,2761,5.77,5.81,3.61
4120,1.214011,6750.4395,6.891761,6.952135,4.315699
4121,0.81,2761,6.14,6.11,3.6
4122,0.81,2761,6.14,6.11,3.6
4123,0.81,2761,6.14,6.11,3.6
4124,0.81,2761,6.14,6.11,3.6
4125,0.81,2761,6.14,6.11,3.6
4126,0.81,2761,6.14,6.11,3.6
4127,0.81,2761,6.14,6.11,3.6
4128,0.81,2761,6.14,6.11,3.6
4129,0.81,2761,6.14,6.11,3.6
4130,1.284011,6750.4395,7.2617607,7.2521353,4.305699
4131,0.59,2761,5.38,5.43,3.35
4132,0.59,2761,5.38,5.43,3.35
4133,0.59,2761,5.38,5.43,3.35
4134,0.59,2761,5.38,5.43,3.35
4135,0.59,2761,5.38,5.43,3.35
4136,0.59,2761,5.38,5.43,3.35
4137,0.59,2761,5.38,5.43,3.35
4138,0.59,2761,5.38,5.43,3.35
4139,0.59,2761,5.38,5.43,3.35
4140,1.064011,6750.4395,6.501761,6.572135,4.055699
4141,0.8,2761,5.96,6,3.67
4142,0.8,2761,5.96,6,3.67
4143,0.8,2761,5.96,6,3.67
4144,0.8,2761,5.96,6,3.67
4145,0.8,2761,5.96,6,3.67
4146,0.8,2761,5.96,6,3.67
4147,0.8,2761,5.96,6,3.67
4148,0.8,2761,5.96,6,3.67
4149,0.8,2761,5.96,6,3.67
4150,1.274011,6750.4395,7.081761,7.142135,4.375699
4151,0.74,2761,5.8,5.84,3.62
4152,0.74,2761,5.8,5.84,3.62
4153,0.74,2761,5.8,5.84,3.62
4154,0.74,2761,5.8,5.84,3.62
4155,0.74,2761,5.8,5.84,3.62
4156,0.74,2761,5.8,5.84,3.62
4157,0.74,2761,5.8,5.84,3.62
4158,0.74,2761,5.8,5.84,3.62
4159,0.74,2761,5.8,5.84,3.62
4160,1.214011,6750.4395,6.921761,6.9821353,4.325699
4161,0.9,2761,6.16,6.12,3.87
4162,0.9,2761,6.16,6.12,3.87
4163,0.9,2761,6.16,6.12,3.87
4164,0.9,2761,6.16,6.12,3.87
4165,0.9,2761,6.16,6.12,3.87
4166,0.9,2761,6.16,6.12,3.87
4167,0.9,2761,6.16,6.12,3.87
4168,0.9,2761,6.16,6.12,3.87
4169,0.9,2761,6.16,6.12,3.87
4170,1.374011,6750.4395,7.2817607,7.262135,4.575699
4171,0.74,2762,5.73,5.82,3.59
4172,0.74,2762,5.73,5.82,3.59
4173,0.74,2762,5.73,5.82,3.59
4174,0.74,2762,5.73,5.82,3.59
4175,0.74,2762,5.73,5.82,3.59
4176,0.74,2762,5.73,5.82,3.59
4177,0.74,2762,5.73,5.82,3.59
4178,0.74,2762,5.73,5.82,3.59
4179,0.74,2762,5.73,5.82,3.59
4180,1.214011,6751.4395,6.851761,6.9621353,4.295699
4181,0.73,2762,5.77,5.74,3.6
4182,0.73,2762,5.77,5.74,3.6
4183,0.73,2762,5.77,5.74,3.6
4184,0.73,2762,5.77,5.74,3.6
4185,0.73,2762,5.77,5.74,3.6
4186,0.73,2762,5.77,5.74,3.6
4187,0.73,2762,5.77,5.74,3.6
4188,0.73,2762,5.77,5.74,3.6
4189,0.73,2762,5.77,5.74,3.6
4190,1.204011,6751.4395,6.891761,6.882135,4.305699
4191,0.73,2762,5.8,5.75,3.62
4192,0.73,2762,5.8,5.75,3.62
4193,0.73,2762,5.8,5.75,3.62
4194,0.73,2762,5.8,5.75,3.62
4195,0.73,2762,5.8,5.75,3.62
4196,0.73,2762,5.8,5.75,3.62
4197,0.73,2762,5.8,5.75,3.62
4198,0.73,2762,5.8,5.75,3.62
4199,0.73,2762,5.8,5.75,3.62
4200,1.204011,6751.4395,6.921761,6.892135,4.325699
4201,0.8,2762,5.98,5.94,3.68
4202,0.8,2762,5.98,5.94,3.68
4203,0.8,2762,5.98,5.94,3.68
4204,0.8,2762,5.98,5.94,3.68
4205,0.8,2762,5.98,5.94,3.68
4206,0.8,2762,5.98,5.94,3.68
4207,0.8,2762,5.98,5.94,3.68
4208,0.8,2762,5.98,5.94,3.68
4209,0.8,2762,5.98,5.94,3.68
4210,1.274011,6751.4395,7.101761,7.082135,4.3856993
4211,0.71,2762,5.72,5.76,3.58
4212,0.71,2762,5.72,5.76,3.58
4213,0.71,2762,5.72,5.76,3.58
4214,0.71,2762,5.72,5.76,3.58
4215,0.71,2762,5.72,5.76,3.58
4216,0.71,2762,5.72,5.76,3.58
4217,0.71,2762,5.72,5.76,3.58
4218,0.71,2762,5.72,5.76,3.58
4219,0.71,2762,5.72,5.76,3.58
4220,1.184011,6751.4395,6.8417606,6.9021354,4.285699
4221,0.7,2762,5.73,5.76,3.49
4222,0.7,2762,5.73,5.76,3.49
4223,0.7,2762,5.73,5.76,3.49
4224,0.7,2762,5.73,5.76,3.49
4225,0.7,2762,5.73,5.76,3.49
4226,0.7,2762,5.73,5.76,3.49
4227,0.7,2762,5.73,5.76,3.49
4228,0.7,2762,5.73,5.76,3.49
4229,0.7,2762,5.73,5.76,3.49
4230,1.174011,6751.4395,6.851761,6.9021354,4.195699
4231,0.8,2762,6.01,6.07,3.62
4232,0.8,2762,6.01,6.07,3.62
4233,0.8,2762,6.01,6.07,3.62
4234,0.8,2762,6.01,6.07,3.62
4235,0.8,2762,6.01,6.07,3.62
4236,0.8,2762,6.01,6.07,3.62
4237,0.8,2762,6.01,6.07,3.62
4238,0.8,2762,6.01,6.07,3.62
4239,0.8,2762,6.01,6.07,3.62
4240,1.274011,6751.4395,7.131761,7.2121353,4.325699
4241,0.71,2762,5.73,5.69,3.56
4242,0.71,2762,5.73,5.69,3.56
4243,0.71,2762,5.73,5.69,3.56
4244,0.71,2762,5.73,5.69,3.56
4245,0.71,2762,5.73,5.69,3.56
4246,0.71,2762,5.73,5.69,3.56
4247,0.71,2762,5.73,5.69,3.56
4248,0.71,2762,5.73,5.69,3.56
4249,0.71,2762,5.73,5.69,3.56
4250,1.184011,6751.4395,6.851761,6.832135,4.265699
4251,0.74,2762,5.8,5.83,3.62
4252,0.74,2762,5.8,5.83,3.62
4253,0.74,2762,5.8,5.83,3.62
4254,0.74,2762,5.8,5.83,3.62
4255,0.74,2762,5.8,5.83,3.62
4256,0.74,2762,5.8,5.83,3.62
4257,0.74,2762,5.8,5.83,3.62
4258,0.74,2762,5.8,5.83,3.62
4259,0.74,2762,5.8,5.83,3.62
4260,1.214011,6751.4395,6.921761,6.972135,4.325699
4261,0.7,2762,5.64,5.61,3.47
4262,0.7,2762,5.64,5.61,3.47
4263,0.7,2762,5.64,5.61,3.47
4264,0.7,2762,5.64,5.61,3.47
4265,0.7,2762,5.64,5.61,3.47
4266,0.7,2762,5.64,5.61,3.47
4267,0.7,2762,5.64,5.61,3.47
4268,0.7,2762,5.64,5.61,3.47
4269,0.7,2762,5.64,5.61,3.47
4270,1.174011,6751.4395,6.7617607,6.7521353,4.175699
4271,0.7,2762,5.57,5.53,3.58
4272,0.7,2762,5.57,5.53,3.58
4273,0.7,2762,5.57,5.53,3.58
4274,0.7,2762,5.57,5.53,3.58
4275,0.7,2762,5.57,5.53,3.58
4276,0.7,2762,5.57,5.53,3.58
4277,0.7,2762,5.57,5.53,3.58
4278,0.7,2762,5.57,5.53,3.58
4279,0.7,2762,5.57,5.53,3.58
4280,1.174011,6751.4395,6.691761,6.6721354,4.285699
4281,0.7,2762,5.63,5.58,3.66
4282,0.7,2762,5.63,5.58,3.66
4283,0.7,2762,5.63,5.58,3.66
4284,0.7,2762,5.63,5.58,3.66
4285,0.7,2762,5.63,5.58,3.66
4286,0.7,2762,5.63,5.58,3.66
4287,0.7,2762,5.63,5.58,3.66
4288,0.7,2762,5.63,5.58,3.66
4289,0.7,2762,5.63,5.58,3.66
4290,1.174011,6751.4395,6.751761,6.722135,4.3656993
4291,0.7,2762,5.65,5.59,3.46
4292,0.7,2762,5.65,5.59,3.46
4293,0.7,2762,5.65,5.59,3.46
4294,0.7,2762,5.65,5.59,3.46
4295,0.7,2762,5.65,5.59,3.46
4296,0.7,2762,5.65,5.59,3.46
4297,0.7,2762,5.65,5.59,3.46
4298,0.7,2762,5.65,5.59,3.46
4299,0.7,2762,5.65,5.59,3.46
4300,1.174011,6751.4395,6.771761,6.7321353,4.165699
4301,0.91,2763,6.09,5.97,3.7
4302,0.91,2763,6.09,5.97,3.7
4303,0.91,2763,6.09,5.97,3.7
4304,0.91,2763,6.09,5.97,3.7
4305,0.91,2763,6.09,5.97,3.7
4306,0.91,2763,6.09,5.97,3.7
4307,0.91,2763,6.09,5.97,3.7
4308,0.91,2763,6.09,5.97,3.7
4309,0.91,2763,6.09,5.97,3.7
